"Superfamily","Family","Scientific Name","TVK","Rank","Red List Status","Red List Supporting Criteria","Synanthropically Present","Endemic","Category Change","National Rarity","Generational Time","% Population Change","Extent of Occurrence","Area of Occupancy","Hectad","Continuing Decline","Severely Fragmented","Presence England","Presence Scotland","Presence Wales","Rationale"
"Apoidea","Apidae","Epeolus variegatus: iso. Amiet et al: 2007","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,8.0,176050.0,2088.0,274.0,"true","false","true","false","true","The most threatening accepted population change estimate is 8.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (176,050 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,088 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Eucera longicornis: iso. Amiet et al: 2007","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,24.0,99500.0,796.0,123.0,"true","false","true","false","true","The most threatening accepted population change estimate is 24.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (99,500 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (796 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Eucera nigrescens: iso. Amiet et al: 2007","","Species","RE","A2","false","false","Non-genuine","EX",1,"","","","","false","false","false","false","false","

Historically this species was mostly restricted the southeast of England and more so in the twentieth century (East Sussex and Kent). The most recent records were Kent in 1966 (Pluckley) and 1970 (Maplesden). This genus of bees (with notably long antennae) is very distinctive, the species was always scarce, and with no further records, despite targeted surveying in the assessment period, it is evaluated as RE."
"Apoidea","Apidae","Halictus confusus: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,28600.0,160.0,23.0,"true","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (28,600 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (160 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Halictus eurygnathus: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NR",1,12.0,750.0,48.0,6.0,"true","false","true","false","false","The most threatening accepted population change estimate is 12.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (750 km²) is below the 5,000 km² EN threshold for criterion B1 but does not satisfy sufficient subcriteria to reach a threat status, and the AoO (48 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Halictus maculatus: iso. Amiet et al: 2001","","Species","RE","A2","false","false","Non-genuine","EX",1,"","","","","false","false","false","false","false","

There are some 19th century records of this distinctive halictid bee, and two thriving nesting aggregations survived in South Devon (Chudleigh) from 1919-1930, but there have been no more recent records and RE is an appropriate evaluation."
"Apoidea","Apidae","Halictus quadricinctus: iso. Amiet et al: 2001","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Apoidea","Apidae","Halictus rubicundus: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,1.0,357850.0,7164.0,957.0,"true","false","true","true","true","The most threatening accepted population change estimate is 1.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (357,850 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (7,164 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Halictus scabiosae: iso. Amiet et al: 2001","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Apoidea","Apidae","Halictus subauratus: iso. Amiet et al: 2001","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Apoidea","Apidae","Halictus tumulorum: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,2.0,281400.0,9388.0,956.0,"true","false","true","true","true","The most threatening accepted population change estimate is 2.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (281,400 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (9,388 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Heriades rubicola: iso. Else & Edwards: 2018","","Species","NE","","true","false","Non-genuine","NR",1,"",2500.0,8.0,2.0,"false","false","true","false","false","

Most of the records for this species are from Southern Europe and the 2 GB records are regarded as accidental introductions – this synanthropic colonist is therefore not evaluated.  "
"Apoidea","Apidae","Heriades truncorum: iso. Amiet et al: 2004","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,67.0,70300.0,1064.0,143.0,"true","false","true","false","true","The most threatening accepted population change estimate is 67.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (70,300 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,064 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hoplitis adunca: iso. Else & Edwards: 2018","","Species","NE","","true","false","Non-genuine","",1,"",350.0,12.0,4.0,"false","false","true","false","false","

This is a widespread species across southern, eastern and central Europe and north Africa, north to 60 degrees, and eastwards to central Asia, but the records for London are considered to be accidental introductions. This synanthropic colonist is there not evaluated."
"Apoidea","Apidae","Hoplitis claviventris: iso. Falk: 2015","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,25.0,154200.0,1672.0,258.0,"true","false","true","false","true","The most threatening accepted population change estimate is 25.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (154,200 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,672 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hoplitis leucomelana: iso. Falk: 2015","","Species","RE","A2","false","false","Non-genuine","EX",1,"","","","","false","false","false","false","false","

The sole British record, the type species of this megachilid bee, was a female taken by Kirby at Coddenham, East Suffolk, prior to 1802, though there is no firm evidence to suggest the species was a vagrant or accidental introduction. Globally, the species is known from France and Spain in the west to China in the east but must be considered RE in a GB context."
"Apoidea","Apidae","Hylaeus annularis agg: iso. Notton and Dathe: 2008","","Species aggregate","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Apoidea","Apidae","Hylaeus annularis: iso. Notton and Dathe: 2008","","Species","VU","B2ab(iii,ii,i)","false","false","Non-genuine","ID",1,0.0,44600.0,68.0,13.0,"true","false","true","false","true","Insufficient data were available to assess this taxon under Criterion A. The EoO (44,600 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status. The AoO (68 km²) is below the 500 km² EN threshold for criterion B2 but the number of locations is fewer than or equal to 10, which only satisfies the criteria for VU. Sufficient subcriteria for B2 were satisfied (continuing decline to: area of occupancy, extent of occupancy, area, extent and/or quality of habitat) to complete the assessment of this taxon as VU under B2 . For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

This genus of small solitary bees are usually stem nesters, though H. annularis has also been reported as nesting in the ground. A species confined to coastal dunes and shingle, modern records extend along the English coast from East Anglia to Dorset, with modern records for South Wales. Inland records are very old – the species has had a complex peri-assessment nomenclatural change so old records may be suspect."
"Apoidea","Apidae","Hylaeus brevicornis: iso. Amiet et al: 1999","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-1.0,242250.0,2796.0,438.0,"true","false","true","true","true","The most threatening accepted population change estimate is -1.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (242,250 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,796 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hylaeus communis: iso. Amiet et al: 1999","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,14.0,231900.0,7672.0,789.0,"true","false","true","true","true","The most threatening accepted population change estimate is 14.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (231,900 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (7,672 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hylaeus confusus: iso. Amiet et al: 1999","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,0.0,280350.0,2672.0,403.0,"true","false","true","true","true","The most threatening accepted population change estimate is 24.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (280,350 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,672 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hylaeus cornutus: iso. Amiet et al: 1999","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-18.0,52600.0,1120.0,140.0,"true","false","true","false","false","The most threatening accepted population change estimate is -18.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (52,600 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,120 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hylaeus dilatatus: iso. Notton and Dathe: 2008","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,1.0,90550.0,2472.0,296.0,"true","false","true","false","true","The most threatening accepted population change estimate is 1.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (90,550 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,472 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hylaeus hyalinatus: iso. Amiet et al: 1999","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-4.0,234600.0,3568.0,535.0,"true","false","true","true","true","The most threatening accepted population change estimate is -4.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (234,600 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (3,568 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hylaeus incongruus: iso. Straka & Bogusch: 2011","","Species","NT","A2bc
A3b
D2","false","false","Non-genuine","NS",1,0.0,7900.0,168.0,24.0,"false","false","true","false","false","Whilst initially assessed as DD due to the lack of data caused by nomenclatural change, this taxon was moderated to NT by peer review.

An early assessment change (2011), prior to which this solitary bee was considered a sub species of *H. confusus*. This dead wood / stem nesting bee is confined to southern England. Generally, it is a rare bee, though occasionally numerous in favoured heathland sites (especially in areas close to scrub or scattered trees) and has also been recorded from Open Woodland."
"Apoidea","Apidae","Hylaeus pectoralis: iso. Amiet et al: 1999","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,-29.0,52700.0,568.0,80.0,"true","false","true","false","false","The most threatening accepted population change estimate is -29.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (52,700 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (568 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hylaeus pictipes: iso. Amiet et al: 1999","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,19.0,76650.0,368.0,67.0,"true","false","true","false","true","The most threatening accepted population change estimate is 19.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (76,650 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (368 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Hylaeus punctulatissimus: iso. Amiet et al: 1999","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

The presence of this as a UK species is based entirely on 19th Century records for which collecting localities cannot be ascertained and include at least one misidentification. For this reason, the species has not been evaluated."
"Apoidea","Apidae","Hylaeus signatus: iso. Amiet et al: 1999","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-9.0,132500.0,1744.0,251.0,"true","false","true","false","true","The most threatening accepted population change estimate is -9.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (132,500 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,744 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum albipes: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,14.0,403000.0,6752.0,890.0,"true","false","true","true","true","The most threatening accepted population change estimate is 14.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (403,000 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (6,752 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum angusticeps: iso. Amiet et al: 2001","","Species","NT","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NR",1,0.0,3350.0,48.0,10.0,"true","false","true","false","false","No statistical methods were supportable under Criterion A due to low data volume. Expert inference assesses this taxon as LC based on suspected population change of the part 10 years. The EoO (3,350 km²) is below the 5,000 km² EN threshold for criterion B1 and the AoO (48 km²) is below the 500 km² EN threshold for criterion B2. Whilst there are 5 or fewer locations (EN), no further threat subcriteria could be established for this taxon, leaving the assessment under B as LC. For Criterion D2, whilst the number of locations was fewer or equal to 5, there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

This taxon has been moderated to NT based on a combination of its status in the European Red List of NT and widespread yet highly localised threat to quality of habitat due to leaching or slumping of substrate above nesting aggregates. Peer review unanimously agreed upon an assessment of at least NT for this species.

This solitary bee has a restricted coastal distribution, recorded from east Devon, Dorset and the Isle of Wight. The taxon is also NT in the European Red List. In addition, the cliff habitat has the potential for eutrophication due to leaching or slumping of substrate above nesting aggregations which could lead to localised losses."
"Apoidea","Apidae","Lasioglossum brevicorne: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,72900.0,444.0,60.0,"true","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (72,900 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (444 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum calceatum: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-8.0,385100.0,12976.0,1274.0,"true","false","true","true","true","The most threatening accepted population change estimate is -8.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (385,100 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (12,976 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum cupromicans: iso. Amiet et al: 2001","","Species","LC","A2bc
A3bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-15.0,266650.0,1432.0,282.0,"true","false","true","true","true","The most threatening accepted population change estimate is -15.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (266,650 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,432 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum fratellum: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-12.0,302350.0,2108.0,361.0,"true","false","true","true","true","The most threatening accepted population change estimate is -12.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (302,350 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,108 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum fulvicorne: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,11.0,246950.0,3452.0,458.0,"true","false","true","true","true","The most threatening accepted population change estimate is 11.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (246,950 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (3,452 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum laeve: iso. Amiet et al: 2001","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

Only known as British from Barham and Nacton (both in Suffolk) pre-1802, no males were ever recorded so this could have been a very briefly, unestablished vagrant. More recent records from the early part of the 20th Century are known to be misidentifications (including one from Lancashire, 1944, in Manchester Museum) and the current distribution is from Central and Southern Europe to West Asia. It is therefore not evaluated."
"Apoidea","Apidae","Lasioglossum laevigatum: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,15.0,123800.0,1436.0,198.0,"true","false","true","false","true","The most threatening accepted population change estimate is 15.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (123,800 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,436 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum laticeps: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NR",1,0.0,1600.0,60.0,7.0,"true","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (1,600 km²) is below the 5,000 km² EN threshold for criterion B1 but does not satisfy sufficient subcriteria to reach a threat status, and the AoO (60 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was less than or equal to 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum lativentre: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,0.0,162250.0,3368.0,430.0,"true","false","true","false","true","The most threatening accepted population change estimate is 14.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (162,250 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (3,368 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum leucopus: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,4.0,376500.0,5248.0,712.0,"true","false","true","true","true","The most threatening accepted population change estimate is 4.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (376,500 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (5,248 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum leucozonium: iso. Amiet et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-4.0,237150.0,7308.0,750.0,"true","false","true","true","true","The most threatening accepted population change estimate is -4.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (237,150 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (7,308 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Lasioglossum limbellum: iso. Amiet et al: 2001","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
